20260901T194240Z	model=saprot-650m	card=0	draw=1	rc=0	value=279.343293	gate=saprot-650m seq/s 229.5 279.3 +21.7% PASS
20260901T194247Z	model=saprot-650m	card=0	draw=2	rc=0	value=279.806687	gate=saprot-650m seq/s 229.5 279.8 +21.9% PASS
20260901T194254Z	model=saprot-650m	card=0	draw=3	rc=0	value=280.960672	gate=saprot-650m seq/s 229.5 281 +22.4% PASS
20260901T194301Z	model=saprot-650m	card=0	draw=4	rc=0	value=284.443706	gate=saprot-650m seq/s 229.5 284.4 +23.9% PASS
20260901T194322Z	model=openfold3	card=0	draw=1	rc=0	value=2.237462	gate=openfold3 structures/s 2.142 2.237 +4.5% PASS
20260901T194401Z	model=openfold3	card=0	draw=2	rc=0	value=2.2771	gate=openfold3 structures/s 2.142 2.277 +6.3% PASS
20260901T194427Z	model=openfold3	card=0	draw=3	rc=0	value=2.242356	gate=openfold3 structures/s 2.142 2.242 +4.7% PASS
20260901T194437Z	model=openfold3	card=0	draw=4	rc=0	value=2.233953	gate=openfold3 structures/s 2.142 2.234 +4.3% PASS
20260901T194448Z	model=openfold3	card=0	draw=5	rc=0	value=2.249634	gate=openfold3 structures/s 2.142 2.25 +5.0% PASS
20260901T194507Z	model=opendde-abag	card=0	draw=1	rc=0	value=2.887431	gate=opendde-abag structures/s 2.276 2.887 +26.9% PASS
20260901T194521Z	model=opendde-abag	card=0	draw=2	rc=0	value=2.930395	gate=opendde-abag structures/s 2.276 2.93 +28.8% PASS
20260901T194532Z	model=opendde-abag	card=0	draw=3	rc=0	value=2.933636	gate=opendde-abag structures/s 2.276 2.934 +28.9% PASS
20260901T194558Z	model=opendde-abag	card=0	draw=4	rc=0	value=2.905949	gate=opendde-abag structures/s 2.276 2.906 +27.7% PASS
20260901T194608Z	model=opendde-abag	card=0	draw=5	rc=0	value=2.832768	gate=opendde-abag structures/s 2.276 2.833 +24.5% PASS
20260901T194630Z	model=rfd3	card=0	draw=1	rc=0	value=0.280123	gate=rfd3 designs/s 0.2653 0.2801 +5.6% PASS
20260901T195333Z	model=rfd3	card=0	draw=2	rc=0	value=0.288095	gate=rfd3 designs/s 0.2653 0.2881 +8.6% PASS
20260901T195345Z	model=rfd3	card=0	draw=3	rc=0	value=0.284184	gate=rfd3 designs/s 0.2653 0.2842 +7.1% PASS
20260901T195429Z	model=rfd3	card=0	draw=1	rc=0	value=0.28419	gate=rfd3 designs/s 0.2653 0.2842 +7.1% PASS
20260901T195441Z	model=rfd3	card=0	draw=2	rc=0	value=0.28417	gate=rfd3 designs/s 0.2653 0.2842 +7.1% PASS
20260901T195454Z	model=rfd3	card=0	draw=3	rc=0	value=0.280192	gate=rfd3 designs/s 0.2653 0.2802 +5.6% PASS
20260901T195506Z	model=rfd3	card=0	draw=4	rc=0	value=0.280199	gate=rfd3 designs/s 0.2653 0.2802 +5.6% PASS
20260901T195519Z	model=rfd3	card=0	draw=5	rc=0	value=0.288104	gate=rfd3 designs/s 0.2653 0.2881 +8.6% PASS
20260901T195546Z	model=rfd3	card=0	draw=6	rc=0	value=0.280122	gate=rfd3 designs/s 0.2653 0.2801 +5.6% PASS
20260901T195559Z	model=rfd3	card=0	draw=7	rc=0	value=0.284107	gate=rfd3 designs/s 0.2653 0.2841 +7.1% PASS
20260901T195627Z	model=rfd3	card=0	draw=8	rc=0	value=0.284185	gate=rfd3 designs/s 0.2653 0.2842 +7.1% PASS
20260901T195700Z	model=pxdesign	card=0	draw=1	rc=0	value=0.075269	gate=pxdesign designs/s 0.06694 0.07527 +12.4% PASS
20260901T195846Z	model=pxdesign	card=0	draw=2	rc=0	value=0.077306	gate=pxdesign designs/s 0.06694 0.07731 +15.5% PASS
20260901T195926Z	model=pxdesign	card=0	draw=3	rc=0	value=0.076708	gate=pxdesign designs/s 0.06694 0.07671 +14.6% PASS
20260901T200007Z	model=pxdesign	card=0	draw=4	rc=0	value=0.076709	gate=pxdesign designs/s 0.06694 0.07671 +14.6% PASS
20260901T200119Z	model=pxdesign	card=0	draw=5	rc=0	value=0.077309	gate=pxdesign designs/s 0.06694 0.07731 +15.5% PASS
20260901T200330Z	model=rfd3	card=3	draw=1	rc=0	value=0.284174	gate=rfd3 designs/s 0.2653 0.2842 +7.1% PASS
20260901T200343Z	model=rfd3	card=3	draw=2	rc=0	value=0.284091	gate=rfd3 designs/s 0.2653 0.2841 +7.1% PASS
20260901T200355Z	model=rfd3	card=3	draw=3	rc=0	value=0.280194	gate=rfd3 designs/s 0.2653 0.2802 +5.6% PASS
20260901T200408Z	model=pxdesign	card=3	draw=1	rc=0	value=0.075835	gate=pxdesign designs/s 0.06694 0.07583 +13.3% PASS
20260901T200449Z	model=pxdesign	card=3	draw=2	rc=0	value=0.077303	gate=pxdesign designs/s 0.06694 0.0773 +15.5% PASS
20260901T200530Z	model=pxdesign	card=3	draw=3	rc=0	value=0.077011	gate=pxdesign designs/s 0.06694 0.07701 +15.0% PASS
20260901T204126Z	model=saprot-650m	card=0	draw=1	rc=0	value=284.272971	gate=saprot-650m seq/s 282.3 284.3 +0.7% PASS
20260901T204133Z	model=saprot-650m	card=0	draw=2	rc=0	value=281.60445	gate=saprot-650m seq/s 282.3 281.6 -0.3% PASS
20260901T204140Z	model=saprot-650m	card=0	draw=3	rc=0	value=281.281599	gate=saprot-650m seq/s 282.3 281.3 -0.4% PASS
20260901T204147Z	model=saprot-650m	card=0	draw=4	rc=0	value=284.231481	gate=saprot-650m seq/s 282.3 284.2 +0.7% PASS
20260901T204206Z	model=saprot-650m	card=3	draw=1	rc=0	value=281.828902	gate=saprot-650m seq/s 282.3 281.8 -0.2% PASS
20260901T204213Z	model=saprot-650m	card=3	draw=2	rc=0	value=281.679231	gate=saprot-650m seq/s 282.3 281.7 -0.2% PASS
20260901T204220Z	model=saprot-650m	card=3	draw=3	rc=0	value=284.277931	gate=saprot-650m seq/s 282.3 284.3 +0.7% PASS
20260901T204227Z	model=openfold3	card=3	draw=1	rc=0	value=2.253315	gate=openfold3 structures/s 2.259 2.253 -0.3% PASS
20260901T204237Z	model=openfold3	card=3	draw=2	rc=0	value=2.263025	gate=openfold3 structures/s 2.259 2.263 +0.2% PASS
20260901T204248Z	model=openfold3	card=3	draw=3	rc=0	value=2.251852	gate=openfold3 structures/s 2.259 2.252 -0.3% PASS
20260901T204258Z	model=opendde-abag	card=3	draw=1	rc=0	value=2.907386	gate=opendde-abag structures/s 2.903 2.907 +0.1% PASS
20260901T204309Z	model=opendde-abag	card=3	draw=2	rc=0	value=2.907437	gate=opendde-abag structures/s 2.903 2.907 +0.1% PASS
20260901T204320Z	model=opendde-abag	card=3	draw=3	rc=0	value=2.926316	gate=opendde-abag structures/s 2.903 2.926 +0.8% PASS
