20260901T210700Z	model=boltz2	card0	draw=1	value=1.755106	gate=boltz2 structures/s 1.498 1.755 +17.2% PASS	log=boltz2-card0-20260901T210700Z.log
20260901T210723Z	model=boltz2	card0	draw=2	value=1.766566	gate=boltz2 structures/s 1.498 1.767 +18.0% PASS	log=boltz2-card0-20260901T210723Z.log
20260901T210735Z	model=boltz2	card0	draw=3	value=1.781858	gate=boltz2 structures/s 1.498 1.782 +19.0% PASS	log=boltz2-card0-20260901T210735Z.log
20260901T210802Z	model=boltz2	card0	draw=4	value=1.78023	gate=boltz2 structures/s 1.498 1.78 +18.9% PASS	log=boltz2-card0-20260901T210802Z.log
20260901T210814Z	model=boltz2	card0	draw=5	value=1.772869	gate=boltz2 structures/s 1.498 1.773 +18.4% PASS	log=boltz2-card0-20260901T210814Z.log
20260901T211315Z	model=esmc-300m	card0	draw=1	value=147.536261	gate=esmc-300m seq/s 33.17 147.5 +344.8% PASS	log=esmc-300m-card0-20260901T211315Z.log
20260901T211321Z	model=esmc-300m	card0	draw=2	value=145.985644	gate=esmc-300m seq/s 33.17 146 +340.1% PASS	log=esmc-300m-card0-20260901T211321Z.log
20260901T211327Z	model=esmc-300m	card0	draw=3	value=147.199459	gate=esmc-300m seq/s 33.17 147.2 +343.8% PASS	log=esmc-300m-card0-20260901T211327Z.log
20260901T211334Z	model=esmc-300m	card0	draw=4	value=149.603972	gate=esmc-300m seq/s 33.17 149.6 +351.0% PASS	log=esmc-300m-card0-20260901T211334Z.log
20260901T211340Z	model=esmc-300m	card0	draw=5	value=146.958991	gate=esmc-300m seq/s 33.17 147 +343.1% PASS	log=esmc-300m-card0-20260901T211340Z.log
20260901T211346Z	model=esmc-600m	card0	draw=1	value=110.517683	gate=esmc-600m seq/s 22.1 110.5 +400.2% PASS	log=esmc-600m-card0-20260901T211346Z.log
20260901T211354Z	model=esmc-600m	card0	draw=2	value=109.088683	gate=esmc-600m seq/s 22.1 109.1 +393.7% PASS	log=esmc-600m-card0-20260901T211354Z.log
20260901T211431Z	model=esmc-600m	card0	draw=3	value=108.611661	gate=esmc-600m seq/s 22.1 108.6 +391.6% PASS	log=esmc-600m-card0-20260901T211431Z.log
20260901T211439Z	model=esmc-600m	card0	draw=4	value=111.203497	gate=esmc-600m seq/s 22.1 111.2 +403.3% PASS	log=esmc-600m-card0-20260901T211439Z.log
20260901T211446Z	model=esmc-600m	card0	draw=5	value=108.86751	gate=esmc-600m seq/s 22.1 108.9 +392.7% PASS	log=esmc-600m-card0-20260901T211446Z.log
20260901T212029Z	model=esmc-6b	card0	draw=1	value=10.49265	gate=esmc-6b seq/s 4.749 10.49 +120.9% PASS	log=esmc-6b-card0-20260901T212029Z.log
20260901T212054Z	model=esmc-6b	card0	draw=2	value=10.513778	gate=esmc-6b seq/s 4.749 10.51 +121.4% PASS	log=esmc-6b-card0-20260901T212054Z.log
20260901T212114Z	model=esmc-6b	card0	draw=3	value=10.511676	gate=esmc-6b seq/s 4.749 10.51 +121.3% PASS	log=esmc-6b-card0-20260901T212114Z.log
20260901T212134Z	model=esmc-6b	card0	draw=4	value=10.42318	gate=esmc-6b seq/s 4.749 10.42 +119.5% PASS	log=esmc-6b-card0-20260901T212134Z.log
20260901T212154Z	model=esmc-6b	card0	draw=5	value=10.540444	gate=esmc-6b seq/s 4.749 10.54 +121.9% PASS	log=esmc-6b-card0-20260901T212154Z.log
20260901T212229Z	model=esmc-6b	card0	draw=6	value=10.476518	gate=esmc-6b seq/s 4.749 10.48 +120.6% PASS	log=esmc-6b-card0-20260901T212229Z.log
20260901T212304Z	model=esmc-6b	card0	draw=7	value=NA	gate=NO-GATE-LINE	log=esmc-6b-card0-20260901T212304Z.log
20260901T210826Z	model=esmfold2	card0	draw=1	value=3.25065	gate=esmfold2 structures/s 2.414 3.251 +34.7% PASS	log=esmfold2-card0-20260901T210826Z.log
20260901T210905Z	model=esmfold2	card0	draw=2	value=3.279424	gate=esmfold2 structures/s 2.414 3.279 +35.9% PASS	log=esmfold2-card0-20260901T210905Z.log
20260901T210928Z	model=esmfold2	card0	draw=3	value=3.210693	gate=esmfold2 structures/s 2.414 3.211 +33.0% PASS	log=esmfold2-card0-20260901T210928Z.log
20260901T210951Z	model=esmfold2	card0	draw=4	value=3.214906	gate=esmfold2 structures/s 2.414 3.215 +33.2% PASS	log=esmfold2-card0-20260901T210951Z.log
20260901T211014Z	model=esmfold2	card0	draw=5	value=3.197397	gate=esmfold2 structures/s 2.414 3.197 +32.5% PASS	log=esmfold2-card0-20260901T211014Z.log
20260901T211037Z	model=esmfold2-fast	card0	draw=1	value=3.914709	gate=esmfold2-fast structures/s 3.126 3.915 +25.2% PASS	log=esmfold2-fast-card0-20260901T211037Z.log
20260901T211115Z	model=esmfold2-fast	card0	draw=2	value=3.965333	gate=esmfold2-fast structures/s 3.126 3.965 +26.9% PASS	log=esmfold2-fast-card0-20260901T211115Z.log
20260901T211137Z	model=esmfold2-fast	card0	draw=3	value=3.884762	gate=esmfold2-fast structures/s 3.126 3.885 +24.3% PASS	log=esmfold2-fast-card0-20260901T211137Z.log
20260901T211200Z	model=esmfold2-fast	card0	draw=4	value=3.870629	gate=esmfold2-fast structures/s 3.126 3.871 +23.8% PASS	log=esmfold2-fast-card0-20260901T211200Z.log
20260901T211252Z	model=esmfold2-fast	card0	draw=5	value=3.890141	gate=esmfold2-fast structures/s 3.126 3.89 +24.5% PASS	log=esmfold2-fast-card0-20260901T211252Z.log
